Member_number,Date,itemDescription,year,month,day,day_of_week
4946,24/04/2014,fruit/vegetable juice,2014,4,24,3
4946,24/04/2014,fruit/vegetable juice,2014,4,24,3
4991,24/04/2014,yogurt,2014,4,24,3
4991,24/04/2014,pasta,2014,4,24,3
1114,25/04/2014,chocolate,2014,4,25,4
1114,25/04/2014,brown bread,2014,4,25,4
1114,25/04/2014,salty snack,2014,4,25,4
1274,25/04/2014,tidbits,2014,4,25,4
1274,25/04/2014,cream cheese ,2014,4,25,4
1466,25/04/2014,root vegetables,2014,4,25,4
1466,25/04/2014,popcorn,2014,4,25,4
1508,25/04/2014,brown bread,2014,4,25,4
1508,25/04/2014,pot plants,2014,4,25,4
1574,25/04/2014,hamburger meat,2014,4,25,4
1574,25/04/2014,cat food,2014,4,25,4
1574,25/04/2014,margarine,2014,4,25,4
1598,25/04/2014,cream cheese ,2014,4,25,4
1598,25/04/2014,rolls/buns,2014,4,25,4
1719,25/04/2014,soda,2014,4,25,4
1719,25/04/2014,curd,2014,4,25,4
1719,25/04/2014,sliced cheese,2014,4,25,4
2137,25/04/2014,canned vegetables,2014,4,25,4
2137,25/04/2014,napkins,2014,4,25,4
2307,25/04/2014,fruit/vegetable juice,2014,4,25,4
2307,25/04/2014,soft cheese,2014,4,25,4
2648,25/04/2014,root vegetables,2014,4,25,4
2648,25/04/2014,packaged fruit/vegetables,2014,4,25,4
2671,25/04/2014,pip fruit,2014,4,25,4
2671,25/04/2014,whole milk,2014,4,25,4
2930,25/04/2014,soda,2014,4,25,4
2930,25/04/2014,other vegetables,2014,4,25,4
3028,25/04/2014,frankfurter,2014,4,25,4
3028,25/04/2014,whole milk,2014,4,25,4
3157,25/04/2014,sausage,2014,4,25,4
3157,25/04/2014,whole milk,2014,4,25,4
3181,25/04/2014,pastry,2014,4,25,4
3181,25/04/2014,bottled beer,2014,4,25,4
3437,25/04/2014,soda,2014,4,25,4
3437,25/04/2014,canned vegetables,2014,4,25,4
3782,25/04/2014,meat spreads,2014,4,25,4
3782,25/04/2014,tropical fruit,2014,4,25,4
3782,25/04/2014,rolls/buns,2014,4,25,4
3828,25/04/2014,whole milk,2014,4,25,4
3828,25/04/2014,cat food,2014,4,25,4
3835,25/04/2014,soda,2014,4,25,4
3835,25/04/2014,seasonal products,2014,4,25,4
4041,25/04/2014,canned fish,2014,4,25,4
4041,25/04/2014,white bread,2014,4,25,4
4160,25/04/2014,bottled beer,2014,4,25,4
4160,25/04/2014,frozen vegetables,2014,4,25,4
4444,25/04/2014,other vegetables,2014,4,25,4
4444,25/04/2014,long life bakery product,2014,4,25,4
4444,25/04/2014,pastry,2014,4,25,4
4445,25/04/2014,rolls/buns,2014,4,25,4
4445,25/04/2014,light bulbs,2014,4,25,4
4445,25/04/2014,long life bakery product,2014,4,25,4
4736,25/04/2014,pastry,2014,4,25,4
4736,25/04/2014,seasonal products,2014,4,25,4
1002,26/04/2014,butter,2014,4,26,5
1002,26/04/2014,whole milk,2014,4,26,5
1128,26/04/2014,liquor,2014,4,26,5
1128,26/04/2014,domestic eggs,2014,4,26,5
1286,26/04/2014,pork,2014,4,26,5
1286,26/04/2014,domestic eggs,2014,4,26,5
1286,26/04/2014,pickled vegetables,2014,4,26,5
1496,26/04/2014,root vegetables,2014,4,26,5
1496,26/04/2014,hygiene articles,2014,4,26,5
1856,26/04/2014,chocolate,2014,4,26,5
1856,26/04/2014,whole milk,2014,4,26,5
2555,26/04/2014,brown bread,2014,4,26,5
2555,26/04/2014,brown bread,2014,4,26,5
2611,26/04/2014,chewing gum,2014,4,26,5
2611,26/04/2014,domestic eggs,2014,4,26,5
2611,26/04/2014,packaged fruit/vegetables,2014,4,26,5
2778,26/04/2014,yogurt,2014,4,26,5
2778,26/04/2014,pip fruit,2014,4,26,5
2897,26/04/2014,whole milk,2014,4,26,5
2897,26/04/2014,chocolate,2014,4,26,5
3674,26/04/2014,shopping bags,2014,4,26,5
3674,26/04/2014,frozen vegetables,2014,4,26,5
3989,26/04/2014,ready soups,2014,4,26,5
3989,26/04/2014,baking powder,2014,4,26,5
4073,26/04/2014,detergent,2014,4,26,5
4073,26/04/2014,misc. beverages,2014,4,26,5
4343,26/04/2014,pastry,2014,4,26,5
4343,26/04/2014,specialty cheese,2014,4,26,5
4343,26/04/2014,soap,2014,4,26,5
4343,26/04/2014,rolls/buns,2014,4,26,5
4488,26/04/2014,beverages,2014,4,26,5
4488,26/04/2014,soda,2014,4,26,5
4578,26/04/2014,root vegetables,2014,4,26,5
4578,26/04/2014,shopping bags,2014,4,26,5
4862,26/04/2014,whole milk,2014,4,26,5
4862,26/04/2014,flower (seeds),2014,4,26,5
1563,27/04/2014,long life bakery product,2014,4,27,6
1563,27/04/2014,waffles,2014,4,27,6
1682,27/04/2014,liquor,2014,4,27,6
1682,27/04/2014,fruit/vegetable juice,2014,4,27,6
1844,27/04/2014,pip fruit,2014,4,27,6
1844,27/04/2014,pastry,2014,4,27,6
2070,27/04/2014,root vegetables,2014,4,27,6
2070,27/04/2014,domestic eggs,2014,4,27,6
2070,27/04/2014,cake bar,2014,4,27,6
2070,27/04/2014,napkins,2014,4,27,6
2126,27/04/2014,other vegetables,2014,4,27,6
2126,27/04/2014,brandy,2014,4,27,6
2133,27/04/2014,tropical fruit,2014,4,27,6
2133,27/04/2014,other vegetables,2014,4,27,6
2242,27/04/2014,yogurt,2014,4,27,6
2242,27/04/2014,napkins,2014,4,27,6
2242,27/04/2014,rolls/buns,2014,4,27,6
2242,27/04/2014,liquor (appetizer),2014,4,27,6
2381,27/04/2014,pip fruit,2014,4,27,6
2381,27/04/2014,processed cheese,2014,4,27,6
2381,27/04/2014,yogurt,2014,4,27,6
2745,27/04/2014,root vegetables,2014,4,27,6
2745,27/04/2014,dessert,2014,4,27,6
2802,27/04/2014,chocolate,2014,4,27,6
2802,27/04/2014,white wine,2014,4,27,6
2908,27/04/2014,pip fruit,2014,4,27,6
2908,27/04/2014,yogurt,2014,4,27,6
2908,27/04/2014,flour,2014,4,27,6
2908,27/04/2014,rolls/buns,2014,4,27,6
2958,27/04/2014,butter,2014,4,27,6
2958,27/04/2014,softener,2014,4,27,6
3439,27/04/2014,whole milk,2014,4,27,6
3439,27/04/2014,soda,2014,4,27,6
3778,27/04/2014,pip fruit,2014,4,27,6
3778,27/04/2014,specialty chocolate,2014,4,27,6
3779,27/04/2014,whole milk,2014,4,27,6
3779,27/04/2014,meat spreads,2014,4,27,6
3826,27/04/2014,coffee,2014,4,27,6
3826,27/04/2014,shopping bags,2014,4,27,6
3908,27/04/2014,flour,2014,4,27,6
3908,27/04/2014,pastry,2014,4,27,6
4337,27/04/2014,root vegetables,2014,4,27,6
4337,27/04/2014,coffee,2014,4,27,6
4337,27/04/2014,shopping bags,2014,4,27,6
4337,27/04/2014,specialty bar,2014,4,27,6
4833,27/04/2014,whole milk,2014,4,27,6
4833,27/04/2014,rolls/buns,2014,4,27,6
4958,27/04/2014,chicken,2014,4,27,6
4958,27/04/2014,margarine,2014,4,27,6
4958,27/04/2014,waffles,2014,4,27,6
1034,28/04/2014,bottled water,2014,4,28,0
1034,28/04/2014,domestic eggs,2014,4,28,0
1034,28/04/2014,frozen meals,2014,4,28,0
1207,28/04/2014,ham,2014,4,28,0
1207,28/04/2014,pickled vegetables,2014,4,28,0
1207,28/04/2014,shopping bags,2014,4,28,0
1215,28/04/2014,sauces,2014,4,28,0
1215,28/04/2014,yogurt,2014,4,28,0
1279,28/04/2014,pastry,2014,4,28,0
1279,28/04/2014,sliced cheese,2014,4,28,0
1373,28/04/2014,tea,2014,4,28,0
1373,28/04/2014,soda,2014,4,28,0
1551,28/04/2014,mayonnaise,2014,4,28,0
1551,28/04/2014,instant coffee,2014,4,28,0
1776,28/04/2014,margarine,2014,4,28,0
1776,28/04/2014,butter,2014,4,28,0
2047,28/04/2014,waffles,2014,4,28,0
2047,28/04/2014,semi-finished bread,2014,4,28,0
2077,28/04/2014,male cosmetics,2014,4,28,0
2077,28/04/2014,hard cheese,2014,4,28,0
2787,28/04/2014,chocolate,2014,4,28,0
2787,28/04/2014,long life bakery product,2014,4,28,0
2838,28/04/2014,liver loaf,2014,4,28,0
2838,28/04/2014,waffles,2014,4,28,0
2847,28/04/2014,hamburger meat,2014,4,28,0
2847,28/04/2014,spices,2014,4,28,0
2847,28/04/2014,chocolate,2014,4,28,0
2950,28/04/2014,liquor,2014,4,28,0
2950,28/04/2014,whole milk,2014,4,28,0
3136,28/04/2014,soda,2014,4,28,0
3136,28/04/2014,flour,2014,4,28,0
3804,28/04/2014,frankfurter,2014,4,28,0
3804,28/04/2014,rolls/buns,2014,4,28,0
4213,28/04/2014,other vegetables,2014,4,28,0
4213,28/04/2014,seasonal products,2014,4,28,0
4252,28/04/2014,bottled water,2014,4,28,0
4252,28/04/2014,shopping bags,2014,4,28,0
4252,28/04/2014,dog food,2014,4,28,0
1389,29/04/2014,other vegetables,2014,4,29,1
1389,29/04/2014,tea,2014,4,29,1
1512,29/04/2014,bottled beer,2014,4,29,1
1512,29/04/2014,fruit/vegetable juice,2014,4,29,1
1657,29/04/2014,frozen meals,2014,4,29,1
1657,29/04/2014,frozen meals,2014,4,29,1
1864,29/04/2014,domestic eggs,2014,4,29,1
1864,29/04/2014,softener,2014,4,29,1
1946,29/04/2014,cooking chocolate,2014,4,29,1
1946,29/04/2014,shopping bags,2014,4,29,1
2181,29/04/2014,frankfurter,2014,4,29,1
2181,29/04/2014,UHT-milk,2014,4,29,1
2629,29/04/2014,onions,2014,4,29,1
2629,29/04/2014,frozen vegetables,2014,4,29,1
2996,29/04/2014,coffee,2014,4,29,1
2996,29/04/2014,butter milk,2014,4,29,1
3027,29/04/2014,other vegetables,2014,4,29,1
3027,29/04/2014,frozen vegetables,2014,4,29,1
3175,29/04/2014,rolls/buns,2014,4,29,1
3175,29/04/2014,rolls/buns,2014,4,29,1
3458,29/04/2014,sausage,2014,4,29,1
3458,29/04/2014,pastry,2014,4,29,1
3749,29/04/2014,canned beer,2014,4,29,1
3749,29/04/2014,specialty cheese,2014,4,29,1
3975,29/04/2014,soda,2014,4,29,1
3975,29/04/2014,liquor,2014,4,29,1
4028,29/04/2014,tropical fruit,2014,4,29,1
4028,29/04/2014,red/blush wine,2014,4,29,1
4067,29/04/2014,tropical fruit,2014,4,29,1
4067,29/04/2014,condensed milk,2014,4,29,1
4404,29/04/2014,root vegetables,2014,4,29,1
4404,29/04/2014,cream cheese ,2014,4,29,1
1053,30/04/2014,soda,2014,4,30,2
1053,30/04/2014,soda,2014,4,30,2
1163,30/04/2014,white bread,2014,4,30,2
1163,30/04/2014,frozen vegetables,2014,4,30,2
1205,30/04/2014,whole milk,2014,4,30,2
1205,30/04/2014,oil,2014,4,30,2
1325,30/04/2014,napkins,2014,4,30,2
1325,30/04/2014,soda,2014,4,30,2
1444,30/04/2014,pip fruit,2014,4,30,2
1444,30/04/2014,yogurt,2014,4,30,2
1520,30/04/2014,other vegetables,2014,4,30,2
1520,30/04/2014,berries,2014,4,30,2
1810,30/04/2014,butter,2014,4,30,2
1810,30/04/2014,domestic eggs,2014,4,30,2
1810,30/04/2014,bottled water,2014,4,30,2
1810,30/04/2014,curd,2014,4,30,2
1999,30/04/2014,soft cheese,2014,4,30,2
1999,30/04/2014,frozen vegetables,2014,4,30,2
1999,30/04/2014,cream cheese ,2014,4,30,2
2562,30/04/2014,nut snack,2014,4,30,2
2562,30/04/2014,long life bakery product,2014,4,30,2
2562,30/04/2014,whole milk,2014,4,30,2
2562,30/04/2014,frozen meals,2014,4,30,2
2701,30/04/2014,chocolate marshmallow,2014,4,30,2
2701,30/04/2014,salt,2014,4,30,2
2875,30/04/2014,brown bread,2014,4,30,2
2875,30/04/2014,herbs,2014,4,30,2
2991,30/04/2014,tropical fruit,2014,4,30,2
2991,30/04/2014,salt,2014,4,30,2
2994,30/04/2014,curd,2014,4,30,2
2994,30/04/2014,curd,2014,4,30,2
2994,30/04/2014,rolls/buns,2014,4,30,2
3511,30/04/2014,soda,2014,4,30,2
3511,30/04/2014,newspapers,2014,4,30,2
3703,30/04/2014,sausage,2014,4,30,2
3703,30/04/2014,soda,2014,4,30,2
3703,30/04/2014,curd,2014,4,30,2
3703,30/04/2014,house keeping products,2014,4,30,2
3784,30/04/2014,root vegetables,2014,4,30,2
3784,30/04/2014,waffles,2014,4,30,2
3784,30/04/2014,whipped/sour cream,2014,4,30,2
3812,30/04/2014,bottled water,2014,4,30,2
3812,30/04/2014,whole milk,2014,4,30,2
4039,30/04/2014,whole milk,2014,4,30,2
4039,30/04/2014,beverages,2014,4,30,2
4193,30/04/2014,ketchup,2014,4,30,2
4193,30/04/2014,whole milk,2014,4,30,2
4391,30/04/2014,meat spreads,2014,4,30,2
4391,30/04/2014,shopping bags,2014,4,30,2
4401,30/04/2014,butter,2014,4,30,2
4401,30/04/2014,hygiene articles,2014,4,30,2
4403,30/04/2014,tropical fruit,2014,4,30,2
4403,30/04/2014,dental care,2014,4,30,2
4785,30/04/2014,shopping bags,2014,4,30,2
4785,30/04/2014,shopping bags,2014,4,30,2
4799,30/04/2014,pot plants,2014,4,30,2
4799,30/04/2014,spread cheese,2014,4,30,2
4799,30/04/2014,butter milk,2014,4,30,2
1415,01/05/2014,sausage,2014,5,1,3
1415,01/05/2014,fruit/vegetable juice,2014,5,1,3
1891,01/05/2014,hygiene articles,2014,5,1,3
1891,01/05/2014,white bread,2014,5,1,3
1969,01/05/2014,other vegetables,2014,5,1,3
1969,01/05/2014,jam,2014,5,1,3
1969,01/05/2014,cat food,2014,5,1,3
1969,01/05/2014,fruit/vegetable juice,2014,5,1,3
2047,01/05/2014,tropical fruit,2014,5,1,3
2047,01/05/2014,cat food,2014,5,1,3
2129,01/05/2014,berries,2014,5,1,3
2129,01/05/2014,coffee,2014,5,1,3
2174,01/05/2014,brown bread,2014,5,1,3
2174,01/05/2014,bottled water,2014,5,1,3
2174,01/05/2014,domestic eggs,2014,5,1,3
2193,01/05/2014,whole milk,2014,5,1,3
2193,01/05/2014,bottled beer,2014,5,1,3
2238,01/05/2014,curd,2014,5,1,3
2238,01/05/2014,whole milk,2014,5,1,3
2238,01/05/2014,pastry,2014,5,1,3
2269,01/05/2014,hamburger meat,2014,5,1,3
2269,01/05/2014,sliced cheese,2014,5,1,3
2618,01/05/2014,flower (seeds),2014,5,1,3
2618,01/05/2014,whipped/sour cream,2014,5,1,3
2618,01/05/2014,specialty chocolate,2014,5,1,3
2618,01/05/2014,bottled water,2014,5,1,3
2725,01/05/2014,whole milk,2014,5,1,3
2725,01/05/2014,baking powder,2014,5,1,3
2847,01/05/2014,rolls/buns,2014,5,1,3
2847,01/05/2014,processed cheese,2014,5,1,3
2982,01/05/2014,coffee,2014,5,1,3
2982,01/05/2014,sugar,2014,5,1,3
3425,01/05/2014,citrus fruit,2014,5,1,3
3425,01/05/2014,soda,2014,5,1,3
3639,01/05/2014,sweet spreads,2014,5,1,3
3639,01/05/2014,flower (seeds),2014,5,1,3
3684,01/05/2014,newspapers,2014,5,1,3
3684,01/05/2014,rolls/buns,2014,5,1,3
3684,01/05/2014,newspapers,2014,5,1,3
3814,01/05/2014,bottled water,2014,5,1,3
3814,01/05/2014,red/blush wine,2014,5,1,3
4182,01/05/2014,liver loaf,2014,5,1,3
4182,01/05/2014,vinegar,2014,5,1,3
4182,01/05/2014,whole milk,2014,5,1,3
4426,01/05/2014,pip fruit,2014,5,1,3
4426,01/05/2014,pastry,2014,5,1,3
4426,01/05/2014,Instant food products,2014,5,1,3
4442,01/05/2014,citrus fruit,2014,5,1,3
4442,01/05/2014,baking powder,2014,5,1,3
4601,01/05/2014,pot plants,2014,5,1,3
4601,01/05/2014,yogurt,2014,5,1,3
4601,01/05/2014,cream cheese ,2014,5,1,3
4823,01/05/2014,UHT-milk,2014,5,1,3
4823,01/05/2014,frozen meals,2014,5,1,3
4938,01/05/2014,meat,2014,5,1,3
4938,01/05/2014,shopping bags,2014,5,1,3
4938,01/05/2014,UHT-milk,2014,5,1,3
4997,01/05/2014,whole milk,2014,5,1,3
4997,01/05/2014,canned beer,2014,5,1,3
1381,02/05/2014,coffee,2014,5,2,4
1381,02/05/2014,rolls/buns,2014,5,2,4
1381,02/05/2014,other vegetables,2014,5,2,4
1468,02/05/2014,onions,2014,5,2,4
1468,02/05/2014,shopping bags,2014,5,2,4
1468,02/05/2014,seasonal products,2014,5,2,4
2001,02/05/2014,root vegetables,2014,5,2,4
2001,02/05/2014,yogurt,2014,5,2,4
2001,02/05/2014,chocolate,2014,5,2,4
2001,02/05/2014,shopping bags,2014,5,2,4
2018,02/05/2014,tropical fruit,2014,5,2,4
2018,02/05/2014,rolls/buns,2014,5,2,4
2066,02/05/2014,frozen vegetables,2014,5,2,4
2066,02/05/2014,flour,2014,5,2,4
2066,02/05/2014,pickled vegetables,2014,5,2,4
2164,02/05/2014,whole milk,2014,5,2,4
2164,02/05/2014,ice cream,2014,5,2,4
2169,02/05/2014,citrus fruit,2014,5,2,4
2169,02/05/2014,long life bakery product,2014,5,2,4
2289,02/05/2014,berries,2014,5,2,4
2289,02/05/2014,shopping bags,2014,5,2,4
2289,02/05/2014,red/blush wine,2014,5,2,4
2320,02/05/2014,cream cheese ,2014,5,2,4
2320,02/05/2014,whole milk,2014,5,2,4
2453,02/05/2014,newspapers,2014,5,2,4
2453,02/05/2014,rolls/buns,2014,5,2,4
3298,02/05/2014,whole milk,2014,5,2,4
3298,02/05/2014,margarine,2014,5,2,4
3306,02/05/2014,root vegetables,2014,5,2,4
3306,02/05/2014,dog food,2014,5,2,4
3476,02/05/2014,frozen meals,2014,5,2,4
3476,02/05/2014,rolls/buns,2014,5,2,4
3476,02/05/2014,chocolate marshmallow,2014,5,2,4
4177,02/05/2014,beef,2014,5,2,4
4177,02/05/2014,fruit/vegetable juice,2014,5,2,4
4177,02/05/2014,yogurt,2014,5,2,4
4393,02/05/2014,whole milk,2014,5,2,4
4393,02/05/2014,coffee,2014,5,2,4
4645,02/05/2014,oil,2014,5,2,4
4645,02/05/2014,waffles,2014,5,2,4
1010,03/05/2014,pip fruit,2014,5,3,5
1010,03/05/2014,coffee,2014,5,3,5
1010,03/05/2014,UHT-milk,2014,5,3,5
1057,03/05/2014,salty snack,2014,5,3,5
1057,03/05/2014,pickled vegetables,2014,5,3,5
1124,03/05/2014,bottled beer,2014,5,3,5
1124,03/05/2014,hygiene articles,2014,5,3,5
1209,03/05/2014,yogurt,2014,5,3,5
1209,03/05/2014,shopping bags,2014,5,3,5
1475,03/05/2014,pastry,2014,5,3,5
1475,03/05/2014,kitchen towels,2014,5,3,5
1609,03/05/2014,whole milk,2014,5,3,5
1609,03/05/2014,fruit/vegetable juice,2014,5,3,5
2258,03/05/2014,yogurt,2014,5,3,5
2258,03/05/2014,frozen meals,2014,5,3,5
2479,03/05/2014,frozen meals,2014,5,3,5
2479,03/05/2014,bottled water,2014,5,3,5
2716,03/05/2014,dessert,2014,5,3,5
2716,03/05/2014,dental care,2014,5,3,5
2900,03/05/2014,sausage,2014,5,3,5
2900,03/05/2014,bottled beer,2014,5,3,5
3059,03/05/2014,sausage,2014,5,3,5
3059,03/05/2014,beverages,2014,5,3,5
3428,03/05/2014,other vegetables,2014,5,3,5
3428,03/05/2014,curd,2014,5,3,5
3808,03/05/2014,UHT-milk,2014,5,3,5
3808,03/05/2014,other vegetables,2014,5,3,5
3883,03/05/2014,UHT-milk,2014,5,3,5
3883,03/05/2014,sweet spreads,2014,5,3,5
4667,03/05/2014,canned beer,2014,5,3,5
4667,03/05/2014,white wine,2014,5,3,5
4667,03/05/2014,chocolate,2014,5,3,5
4896,03/05/2014,root vegetables,2014,5,3,5
4896,03/05/2014,other vegetables,2014,5,3,5
4896,03/05/2014,whipped/sour cream,2014,5,3,5
4896,03/05/2014,sweet spreads,2014,5,3,5
1028,04/05/2014,rolls/buns,2014,5,4,6
1028,04/05/2014,sugar,2014,5,4,6
1127,04/05/2014,citrus fruit,2014,5,4,6
1127,04/05/2014,soda,2014,5,4,6
1162,04/05/2014,misc. beverages,2014,5,4,6
1162,04/05/2014,coffee,2014,5,4,6
1399,04/05/2014,condensed milk,2014,5,4,6
1399,04/05/2014,other vegetables,2014,5,4,6
1399,04/05/2014,softener,2014,5,4,6
1575,04/05/2014,dessert,2014,5,4,6
1575,04/05/2014,whole milk,2014,5,4,6
1726,04/05/2014,root vegetables,2014,5,4,6
1726,04/05/2014,whole milk,2014,5,4,6
1761,04/05/2014,shopping bags,2014,5,4,6
1761,04/05/2014,shopping bags,2014,5,4,6
1887,04/05/2014,fruit/vegetable juice,2014,5,4,6
1887,04/05/2014,whole milk,2014,5,4,6
1887,04/05/2014,frozen vegetables,2014,5,4,6
1887,04/05/2014,rolls/buns,2014,5,4,6
2033,04/05/2014,yogurt,2014,5,4,6
2033,04/05/2014,sweet spreads,2014,5,4,6
2033,04/05/2014,canned beer,2014,5,4,6
2033,04/05/2014,pot plants,2014,5,4,6
2045,04/05/2014,whole milk,2014,5,4,6
2045,04/05/2014,pickled vegetables,2014,5,4,6
2067,04/05/2014,beverages,2014,5,4,6
2067,04/05/2014,bottled water,2014,5,4,6
2067,04/05/2014,yogurt,2014,5,4,6
2181,04/05/2014,bottled water,2014,5,4,6
2181,04/05/2014,soda,2014,5,4,6
2362,04/05/2014,onions,2014,5,4,6
2362,04/05/2014,specialty bar,2014,5,4,6
2380,04/05/2014,specialty chocolate,2014,5,4,6
2380,04/05/2014,pastry,2014,5,4,6
3416,04/05/2014,butter milk,2014,5,4,6
3416,04/05/2014,bottled beer,2014,5,4,6
3416,04/05/2014,rice,2014,5,4,6
3416,04/05/2014,canned vegetables,2014,5,4,6
3523,04/05/2014,pastry,2014,5,4,6
3523,04/05/2014,brown bread,2014,5,4,6
3523,04/05/2014,whisky,2014,5,4,6
3696,04/05/2014,citrus fruit,2014,5,4,6
3696,04/05/2014,roll products ,2014,5,4,6
3696,04/05/2014,frozen vegetables,2014,5,4,6
3746,04/05/2014,chicken,2014,5,4,6
3746,04/05/2014,spread cheese,2014,5,4,6
3863,04/05/2014,beverages,2014,5,4,6
3863,04/05/2014,bottled water,2014,5,4,6
4197,04/05/2014,coffee,2014,5,4,6
4197,04/05/2014,long life bakery product,2014,5,4,6
4199,04/05/2014,root vegetables,2014,5,4,6
4199,04/05/2014,specialty cheese,2014,5,4,6
4199,04/05/2014,curd,2014,5,4,6
1369,05/05/2014,spread cheese,2014,5,5,0
1369,05/05/2014,whole milk,2014,5,5,0
1480,05/05/2014,shopping bags,2014,5,5,0
1480,05/05/2014,detergent,2014,5,5,0
1550,05/05/2014,pork,2014,5,5,0
1550,05/05/2014,cereals,2014,5,5,0
1652,05/05/2014,newspapers,2014,5,5,0
1652,05/05/2014,yogurt,2014,5,5,0
1652,05/05/2014,semi-finished bread,2014,5,5,0
1686,05/05/2014,pork,2014,5,5,0
1686,05/05/2014,root vegetables,2014,5,5,0
1702,05/05/2014,pastry,2014,5,5,0
1702,05/05/2014,whipped/sour cream,2014,5,5,0
1702,05/05/2014,decalcifier,2014,5,5,0
1705,05/05/2014,rolls/buns,2014,5,5,0
1705,05/05/2014,sauces,2014,5,5,0
2037,05/05/2014,citrus fruit,2014,5,5,0
2037,05/05/2014,curd,2014,5,5,0
2037,05/05/2014,napkins,2014,5,5,0
2644,05/05/2014,misc. beverages,2014,5,5,0
2644,05/05/2014,pet care,2014,5,5,0
2733,05/05/2014,whole milk,2014,5,5,0
2733,05/05/2014,bottled water,2014,5,5,0
2768,05/05/2014,pastry,2014,5,5,0
2768,05/05/2014,baking powder,2014,5,5,0
2851,05/05/2014,herbs,2014,5,5,0
2851,05/05/2014,specialty chocolate,2014,5,5,0
2851,05/05/2014,red/blush wine,2014,5,5,0
2851,05/05/2014,salad dressing,2014,5,5,0
3142,05/05/2014,butter,2014,5,5,0
3142,05/05/2014,rolls/buns,2014,5,5,0
4037,05/05/2014,beef,2014,5,5,0
4037,05/05/2014,tea,2014,5,5,0
4037,05/05/2014,oil,2014,5,5,0
4220,05/05/2014,rolls/buns,2014,5,5,0
4220,05/05/2014,rolls/buns,2014,5,5,0
4220,05/05/2014,soft cheese,2014,5,5,0
4493,05/05/2014,other vegetables,2014,5,5,0
4493,05/05/2014,whole milk,2014,5,5,0
4867,05/05/2014,berries,2014,5,5,0
4867,05/05/2014,newspapers,2014,5,5,0
4867,05/05/2014,frozen fish,2014,5,5,0
1073,06/05/2014,yogurt,2014,5,6,1
1073,06/05/2014,bottled water,2014,5,6,1
1073,06/05/2014,domestic eggs,2014,5,6,1
1145,06/05/2014,brown bread,2014,5,6,1
1145,06/05/2014,other vegetables,2014,5,6,1
1169,06/05/2014,napkins,2014,5,6,1
1169,06/05/2014,cleaner,2014,5,6,1
1447,06/05/2014,tropical fruit,2014,5,6,1
1447,06/05/2014,other vegetables,2014,5,6,1
1447,06/05/2014,fruit/vegetable juice,2014,5,6,1
1753,06/05/2014,cream cheese ,2014,5,6,1
1753,06/05/2014,fruit/vegetable juice,2014,5,6,1
1822,06/05/2014,candy,2014,5,6,1
1822,06/05/2014,citrus fruit,2014,5,6,1
1822,06/05/2014,pasta,2014,5,6,1
1822,06/05/2014,soda,2014,5,6,1
1970,06/05/2014,brown bread,2014,5,6,1
1970,06/05/2014,whole milk,2014,5,6,1
1970,06/05/2014,white bread,2014,5,6,1
2272,06/05/2014,whole milk,2014,5,6,1
2272,06/05/2014,napkins,2014,5,6,1
2357,06/05/2014,pip fruit,2014,5,6,1
2357,06/05/2014,frozen vegetables,2014,5,6,1
2357,06/05/2014,whipped/sour cream,2014,5,6,1
2357,06/05/2014,whipped/sour cream,2014,5,6,1
2394,06/05/2014,whole milk,2014,5,6,1
2394,06/05/2014,curd,2014,5,6,1
2501,06/05/2014,other vegetables,2014,5,6,1
2501,06/05/2014,pork,2014,5,6,1
2656,06/05/2014,bottled water,2014,5,6,1
2656,06/05/2014,yogurt,2014,5,6,1
2981,06/05/2014,fruit/vegetable juice,2014,5,6,1
2981,06/05/2014,canned beer,2014,5,6,1
3144,06/05/2014,other vegetables,2014,5,6,1
3144,06/05/2014,pastry,2014,5,6,1
3144,06/05/2014,shopping bags,2014,5,6,1
3306,06/05/2014,canned beer,2014,5,6,1
3306,06/05/2014,whole milk,2014,5,6,1
3427,06/05/2014,meat,2014,5,6,1
3427,06/05/2014,yogurt,2014,5,6,1
3570,06/05/2014,beef,2014,5,6,1
3570,06/05/2014,cake bar,2014,5,6,1
3570,06/05/2014,butter,2014,5,6,1
4875,06/05/2014,pip fruit,2014,5,6,1
4875,06/05/2014,chocolate,2014,5,6,1
1006,07/05/2014,bottled water,2014,5,7,2
1006,07/05/2014,softener,2014,5,7,2
1006,07/05/2014,rolls/buns,2014,5,7,2
1294,07/05/2014,hygiene articles,2014,5,7,2
1294,07/05/2014,semi-finished bread,2014,5,7,2
1448,07/05/2014,salty snack,2014,5,7,2
1448,07/05/2014,frozen vegetables,2014,5,7,2
1633,07/05/2014,ready soups,2014,5,7,2
1633,07/05/2014,shopping bags,2014,5,7,2
1659,07/05/2014,dishes,2014,5,7,2
1659,07/05/2014,yogurt,2014,5,7,2
1682,07/05/2014,citrus fruit,2014,5,7,2
1682,07/05/2014,dessert,2014,5,7,2
1891,07/05/2014,whole milk,2014,5,7,2
1891,07/05/2014,bottled water,2014,5,7,2
1891,07/05/2014,UHT-milk,2014,5,7,2
1891,07/05/2014,candy,2014,5,7,2
2031,07/05/2014,other vegetables,2014,5,7,2
2031,07/05/2014,whole milk,2014,5,7,2
2122,07/05/2014,hamburger meat,2014,5,7,2
2122,07/05/2014,pet care,2014,5,7,2
2122,07/05/2014,pastry,2014,5,7,2
2133,07/05/2014,pork,2014,5,7,2
